sku_id,product_category,week_id,sales_qty,inventory_begin,inventory_end,receipts,lead_time_days,unit_cost,holding_cost_rate
SH-001 ,Smart Home,2023-W27,56.0,475.0,419,0,0,62.71,0.25
CP-008,Computer Peripherals,2024-W13,14.0,520.0,621,115,41,23.96,0.25
AU-009,Audio,2023-W05,14.0,954.0,940,0,0,14.34,0.28
SH-001,Smart Home,2024-W10,56.0,535.0,479,0,0,62.71,0.25
MA-008,Mobile Accessories,2024-W49,57.0,2484.0,2427,0,0,8.17,0.25
AU-007,Audio,2023-W04,121.0,1947.0,2356,530,33,32.71,0.28
AU-009,Audio,2025-W18,16.0,904.0,888,0,0,14.34,0.28
WR-009,Wearables,2024-W27,13.0,654.0,641,0,0,89.7,0.3
SH-007,Smart Home,2024-W10,69.0,515.0,771,325,22,36.19,0.25
MA-010,mobile accessories,2025-W06,79.0,2986.0,2907,0,0,7.97,0.25
MA-O02,Mobile Accessories,2024-W09,244.0,3368.0,3124,0,0,13.18,0.25
WR-010,Wearables,2024-W51,45.0,663.0,618,0,0,38.2,0.3
CP-005,Computer Peripherals,2025-W41,45.0,400.0,606,251,30,25.49,0.25
MA-003,Mobile Accessories,2025-W06,177.0,773.0,1659,1063,13,5.65,0.25
MA-004,Mobile Accessories,2023-W38,185.0,1123.0,1655,717,9,17.72,0.25
CP-005,Computer Peripherals,2023-W35,62.0,606.0,544,0,0,25.49,0.25
SH-007,Smart Home,2025-W27,73.0,514.0,771,330,40,36.19,0.25
WR-009,Wearables,2025-W09,10.0,622.0,713,101,22,89.7,0.3
WR-006,Wearables,2025-W51,101.0,170.0,538,469,23,51.56,0.3
AU-001,Audio,2023-W23,83.0,930.0,847,0,0,43.01,0.28
MA-004,Mobile Accessories,2023-W39,196.0,1655.0,1459,0,0,17.72,0.25
SH-001,Smart Home,2024-W18,91.0,646.0,555,0,0,62.71,0.25
WR-008,Wearables,2024-W40,45.0,725.0,680,0,0,121.16,0.3
AU-003,Audio,2025-W43,222.0,1223.0,1001,0,0,52.28,0.28
CP-010,Computer Peripherals,2024-W47,21.0,935.0,914,0,0,41.81,0.25
SH-008,Smart Home,2023-W34,11.0,360.0,349,0,0,34.45,0.25
CP-004,Computer Peripherals,2023-W48,116.0,999.0,883,0,0,44.48,0.25
SH-005,Smart Home,2025-W40,30.0,115.0,217,132,26,69.09,0.25
SH-008,Smart Home,2023-W50,9.0,296.0,287,0,0,34.45,0.25
WR-007,Wearables,2023-W37,26.0,526.0,500,0,0,65.79,0.3
WR-003,Wearables,2025-W09,80.0,1020.0,940,0,0,115.26,0.3
AU-007,Audio,2024/W32,144.0,1852.0,2356,648,36,32.71,0.28
WR-006,Wearables,2024-W29,26.0,538.0,512,0,0,51.56,0.3
CP-004,Computer Peripherals,2023-W05,106.0,665.0,559,0,0,44.48,0.25
CP-001,Comp. Periph.,2023-W38,,1111.0,971,0,0,44.52,0.25
MA-003,Mobile Accessories,2023-W36,142.0,662.0,1659,1139,25,5.65,0.25
SH-006,Smart Home,2024-W22,42.0,355.0,313,0,0,58.23,0.25
SH-004,Smart Home,2023-W33,25.0,,287,105,22,24.17,0.25
MA-O03,Mobile Accessories,2023-W22,179.0,1482.0,1303,0,0,5.65,0.25
SH-007,Smart Home,2023-W20,61.0,771.0,710,0,0,36.19,0.25
SH-009,Smart Home,2025-W30,9.0,343.0,334,0,0,28.7,0.25
CP-003,Computer Peripherals,2023-W07,127.0,1274.0,1147,0,0,41.52,0.25
AU-008,Audio,2023-W05,15.0,961.0,946,0,0,41.93,0.28
AU-009,Audio,2025/W49,50.0,1020.0,970,0,0,14.34,0.28
SH-006,Smart Home,2023-W10,410.0,184.0,355,212,18,58.23,0.25
CP-010,Computer Peripherals,2025-W11,27.0,975.0,948,0,0,41.81,0.25
SH-009,Smart Home,2023-W38,6.0,332.0,326,0,0,28.7,0.25
CP-006,Computer Peripherals,2023-W46,48.0,553.0,505,0,0,48.7,0.25
WR-001,Wearables,2023-W46,164.0,784.0,620,0,0,87.21,0.3
MA-005,Mobile Accessories,2025-W19,283.0,,3191,0,0,15.04,0.25
AU-001,Audio,2023-W04,0.0,876.0,1131,345,31,43.01,0.28
SH-001,Smart Home,2023-W21,56.0,,415,0,0,62.71,0.25
SH-003,Smart Home,2023-W01,52.0,559.0,507,0,0,51.34,0.25
AU-010,Audio,2023-W48,69.0,1214.0,1145,0,0,57.05,0.28
WR-008,Wearables,2024/W32,11.0,673.0,662,0,0,121.16,0.3
AU-006,Audio,2025-W28,182.0,1257.0,1866,791,23,77.66,0.28
CP-009,Computer Peripherals,2025-W03,37.0,1309.0,1272,0,0,49.81,0.25
WR-008,Wearables,2023-W24,13.0,641.0,785,157,22,121.16,0.3
WR-009,Wearables,2024-W23,10.0,700.0,690,0,0,89.7,0.3
AU-010,AUDIO,2024-W03,36.0,1742.0,1706,0,0,57.05,0.28
SH-009,Smart Home,2023-W23,7.0,351.0,344,0,0,28.7,0.25
CP-002,Computer Peripherals,2023-W35,54.0,530.0,476,0,0,9.25,0.25
AU-005,Audio,2024-W19,70.0,969.0,899,0,0,16.42,0.28
AU-009,Audio,2025-W16,15.0,936.0,921,0,0,14.34,0.28
MA-002,Mobile Accessories,2024-W52,333.0,2408.0,2075,0,0,13.18,0.25
CP-003,Computer Peripherals,2024-W31,103.0,1111.0,1008,0,0,41.52,0.25
SH-003,Smart Home,2025-W41,59.0,423.0,364,0,0,51.34,0.25
WR-008,wearables,2024-W16,14.0,758.0,744,0,0,121.16,0.3
SH-004,Smart Home,2025-W01,30.0,287.0,257,0,0,24.17,0.25
MA-003,Mobile Accessories,2024-W17,171.0,1223.0,1052,0,0,5.65,0.25
WR-O06,Wearables,2024-W05,41.0,413.0,372,0,0,51.56,0.3
AU-007,Audio,2024-W42,330.0,2356.0,2026,0,0,32.71,0.28
AU-003,Audio,2023-W41,210.0,1223.0,1013,0,0,52.28,0.28
SH-001,Smart Home,2024-W08,50.0,646.0,596,0,0,62.71,0.25
MA-004,Mobile Accessories,2025-W28,159.0,1183.0,1655,631,20,17.72,0.25
AU-002,Audio,2025-W25,147.0,853.0,1462,756,26,25.58,0.28
MA-001,Mobile Accessories,2023-W46,277.0,3082.0,2805,0,0,19.16,0.25
MA-010,Mobile Accessories,2023-W41,74.0,3402.0,3328,0,0,7.97,0.25
AU-001,Audio,2024-W41,-211.0,1131.0,920,0,0,43.01,0.28
AU-001,Audio,2023-W27,85.0,943.0,858,0,0,43.01,0.28
CP-010,Computer Peripherals,2024-W07,22.0,1006.0,984,0,0,41.81,0.25
SH_005,Smart Home,2024-W11,27.0,217.0,190,0,0,69.09,0.25
AU-003,Audio,2023-W22,101.0,1223.0,1122,0,0,52.28,0.28
CP-009,Computer Peripherals,2024-W16,29.0,1308.0,1279,0,0,49.81,0.25
SH-009,Smart Home,2025-W03,,328.0,320,0,0,28.7,0.25
CP-006,Computer Peripherals,2025-W35,59.0,490.0,431,0,0,48.7,0.25
WR-001,Wearables,2023-W04,48.0,815.0,767,0,0,87.21,0.3
WR-009,Wearables,2024-W08,,651.0,640,0,0,89.7,0.3
CP-003,Computer Peripherals ,2023-W05,0.0,750.0,621,0,0,41.52,0.25
SH-010,Smart Home,2023-W41,13.0,1071.0,1058,0,0,68.84,0.25
AU-005,Audio,2024-W16,91.0,826.0,735,0,0,16.42,0.28
AU_005,Audio,2023-W32,64.0,818.0,754,0,0,16.42,0.28
WR-004,wearables,2024-W21,80.0,1444.0,1691,327,37,128.43,0.3
SH-003,SmartHome,2024-W15,44.0,559.0,515,0,0,51.34,0.25
AU-008,Audio,2023-W29,18.0,932.0,914,0,0,41.93,0.28
WR-001,Wearables,2024-W01,0.0,415.0,378,0,0,87.21,0.3
SH-001,Smart Home,2025-W37,55.0,522.0,467,0,0,62.71,0.25
AU-0O1,Audio,2023-W41,215.0,772.0,557,0,0,43.01,0.28
CP-002,Computer Peripherals,2024-W45,57.0,,581,224,24,9.25,0.25
CP_008,Computer Peripherals,2024-W15,13.0,607.0,594,0,0,23.96,0.25
SH-002,Smart Home,2024-W12,48.0,751.0,703,0,0,56.97,0.25
AU-004,Audio,2025-W47,124.0,411.0,287,0,0,53.31,0.28
AU-010,Audio,2024-W09,33.0,1529.0,1496,0,0,57.05,0.28
WR_004,Wearables,2024-W45,333.0,948.0,615,0,0,128.43,0.3
CP-007,Computer Peripherals,2023-W44,102.0,1002.0,900,0,0,24.22,0.25
MA-009,Mobile Accessories,2023-W51,67.0,4384.0,4317,0,0,7.95,0.25
MA-003,Mob. Acc.,2025-W11,200.0,993.0,1659,866,23,5.65,0.25
WR-004,Wearables,2023-W52,337.0,1457.0,1120,0,0,128.43,0.3
MA-006,Mobile Accessories,2023-W26,124.0,1489.0,1365,0,0,19.49,0.25
WR-004,Wearables,2025-W30,77.0,1430.0,1691,338,47,128.43,0.3
MA-003,Mobile Accessories,2024-W47,229.0,1659.0,1430,0,0,5.65,0.25
SH-004,Smart Home,2023-W11,27.0,202.0,175,0,0,24.17,0.25
MA-005,Mobile Accessories,2023-W42,311.0,2845.0,2534,0,0,15.04,0.25
AU-006,Audio,2025-W38,155.0,1712.0,1557,0,0,77.66,0.28
MA-003,Mobile Accessories,2025-W23,173.0,1492.0,1319,0,0,5.65,0.25
CP-009,Computer Peripherals,2025-W49,29.0,1371.0,1342,0,0,49.81,0.25
WR-002,WEARABLES,2025-W17,66.0,499.0,767,334,43,50.33,0.3
MA-003,Mobile Accessories,2025-W19,247.0,1086.0,839,0,0,5.65,0.25
SH-009,Smart Home,2024-W06,6.0,320.0,314,0,0,28.7,0.25
MA-005,Mobile Accessories,2025-W24,283.0,1944.0,3474,1813,30,15.04,0.25
CP-008,Computer Peripherals,2024-W07,15.0,601.0,298,0,0,23.96,0.25
AU-004,Audio,2024-W15,60.0,757.0,697,0,0,53.31,0.28
CP-003,Computer Peripherals,2023-W44,114.0,1201.0,1087,0,0,41.52,0.25
CP_002,Computer Peripherals,2023-W31,72.0,379.0,307,0,0,9.25,0.25
SH-001,Smart Home,2025-W23,82.0,258.0,646,470,28,62.71,0.25
CP-005,Computer Peripherals,2025-W45,36.0,458.0,422,0,0,25.49,0.25
CP-009,Computer Peripherals,2024-W33,30.0,1362.0,1332,0,0,49.81,0.25
SH-001,Smart Home,2023-W19,47.0,575.0,528,0,0,62.71,0.25
MA-007,Mobile Accessories,2025-W10,342.0,2837.0,2495,0,0,6.61,0.25
MA-005,Mobile Accessories,2023-W03,272.0,2746.0,2474,0,0,15.04,0.25
AU-002,Audio,2024-W08,146.0,1462.0,1316,0,0,25.58,0.28
CP-010,Computer Peripherals,2025-W19,14.0,1028.0,1014,0,0,41.81,0.25
CP-003,Computer Peripherals,2025-W11,100.0,1136.0,1036,0,0,41.52,0.25
MA-008,Mobile Accessories,2025-W28,46.0,2445.0,2399,0,0,8.17,0.25
MA-002,Mobile Accessories,2024-W03,351.0,2581.0,2230,0,0,13.18,0.25
SH-007,Smart Home,2023-W46,77.0,593.0,771,255,30,36.19,0.25
CP-009,PC Peripherals,2025-W19,23.0,1389.0,1366,0,0,49.81,0.25
SH-004,Smart Home,2025-W36,21.0,213.0,192,0,0,24.17,0.25
AU-003,Audio,2024-W49,211.0,932.0,721,0,0,52.28,0.28
MA-001,Mobile Accessories,2025-W07,270.0,2134.0,1864,0,0,19.16,0.25
MA-001,Mobile Accessories,2023-W52,199.0,2585.0,2386,0,0,19.16,0.25
MA-010,Mobile Accessories,2024-W44,80.0,3137.0,3057,0,0,7.97,0.25
MA-008,Mobile Accessories,2023-W18,56.0,2164.0,2108,0,0,8.17,0.25
rnA-010,Mobile Accessories,2024-W09,82.0,3203.0,3121,0,0,7.97,0.25
WR-010,Wearables,2023-W47,53.0,508.0,455,0,0,38.2,0.3
MA-001,Mobile Accessories,2023-W34,243.0,1880.0,3082,1445,11,19.16,0.25
MA-005,Mobile Accessories,2023-W29,326.0,3474.0,3148,0,0,15.04,0.25
SH-009,Smart Home,2023-W40,6.0,321.0,315,0,0,28.7,0.25
CP-002,Computer Peripherals,2023-W25,60.0,403.0,343,0,0,9.25,0.25
CP-007,Computer Peripherals,2023-W06,106.0,964.0,858,0,0,24.22,0.25
CP-001,Computer Peripherals,2025-W13,145.0,1228.0,1083,0,0,44.52,0.25
SH-004,Smart Home,2024-W10,26.0,237.0,211,0,0,24.17,0.25
SH-004,Smart Home,2025-W15,26.0,186.0,160,0,0,24.17,0.25
AU-002,Audio,2024-W28,107.0,1337.0,1230,0,0,25.58,0.28
AU-001,Audio,2025-W39,97.0,922.0,1021,306,35,43.01,0.28
WR-009,Wearables,2023-W02,12.0,,690,0,0,89.7,0.3
AU-008,Aud.,2023-W40,49.0,888.0,1039,200,23,41.93,0.28
SH-006,Smart Home,2023-W47,33.0,322.0,289,0,0,58.23,0.25
WR-005,Wearables,2024-W26,45.0,882.0,837,0,0,131.41,0.3
WR-008,wearables,2025-W33,13.0,770.0,757,0,0,121.16,0.3
AU-005,Audio,2024-W38,82.0,780.0,698,0,0,16.42,0.28
MA-010,Mobile Accessories,2024-W43,74.0,3211.0,3137,0,0,7.97,0.25
AU-010,Audio,2023-W03,37.0,1927.0,1890,0,0,57.05,0.28
WR-006,Wearables,2023-W13,31.0,459.0,428,0,0,51.56,0.3
WR-008,Wearables,2024-W47,54.0,,547,0,0,121.16,0.3
CP-O02,Computer Peripherals,2024-W35,79.0,318.0,239,0,0,9.25,0.25
WR-007,Wearables,2023-W44,155.0,385.0,230,0,0,65.79,0.3
CP-009,Computer Peripherals,2024-W43,23.0,1332.0,1309,0,0,49.81,0.25
AU-009,AUDIO,2025-W11,21.0,1020.0,999,0,0,14.34,0.28
CP-009,PC Peripherals,2024-W11,310.0,1451.0,1420,0,0,49.81,0.25
WR-006,Wearables,2025-W09,36.0,538.0,502,0,0,51.56,0.3
CP_001,Computer Peripherals,2024-W09,143.0,1388.0,1245,0,0,44.52,0.25
CP-005,Computer Peripherals,2023-W04,65.0,427.0,606,244,22,25.49,0.25
AU-010,audio,2023-W28,35.0,1772.0,1737,0,0,57.05,0.28
MA-005,Mobile Accessories,2024-W30,213.0,2560.0,2347,0,0,15.04,0.25
AU-003,audio,2023-W01,76.0,1223.0,1147,0,0,52.28,0.28
AU-008,Audio,2024-W45,52.0,893.0,841,0,0,41.93,0.28
WR-001,Wearables,2024-W13,41.0,928.0,887,0,0,87.21,0.3
CP-001,Computer Peripherals,2023-W10,101.0,1253.0,1152,0,0,44.52,0.25
MA-001,Mob. Acc.,2024-W06,211.0,2615.0,2404,0,0,19.16,0.25
AU-003,Audio,2023-W47,264.0,680.0,416,0,0,52.28,0.28
WR-001,Wearables,2024-W38,46.0,876.0,830,0,0,87.21,0.3
SH-008,Smart Home,2023-W22,10.0,381.0,371,0,0,34.45,0.25
WR-007,Wearables,2024-W18,32.0,459.0,427,0,0,65.79,0.3
SH-002,Smart Home,2023-W38,42.0,650.0,608,0,0,56.97,0.25
CP-002,Computer Peripherals,2023-W27,61.0,276.0,581,366,23,9.25,0.25
MA-004,Mobile Accessories,2024-W08,179.0,1655.0,1476,0,0,17.72,0.25
CP-002,Computer Peripherals,2024-W11,55.0,,458,0,0,9.25,0.25
AU-010,Audio,2025-W18,30.0,1891.0,1861,0,0,57.05,0.28
WR-001,Wearables,2025-W15,38.0,965.0,927,0,0,87.21,0.3
SH-001,Smart Home,2023-W01,47.0,646.0,599,0,0,62.71,0.25
SH-005,Smart Home,2024-W33,230.0,217.0,194,0,0,69.09,0.25
MA-004,Mobile Accessories,2024-W46,168.0,1185.0,1655,638,20,17.72,0.25
SH-005,Smart Home,2024-W42,26.0,217.0,191,0,0,69.09,0.25
CP-001,Computer Peripherals,2024-W12,127.0,943.0,816,0,0,44.52,0.25
AU-010,Audio,2024-W34,46.0,1949.0,1903,0,0,57.05,0.28
SH-009,Smart Home,2025-W17,9.0,290.0,281,0,0,28.7,0.25
CP-009,PC Peripherals,2023-W01,34.0,1451.0,1417,0,0,49.81,0.25
MA-005,Mobile Accessories,2023-W17,293.0,2896.0,2603,0,0,15.04,0.25
AU-006,audio,2025-W21,,1689.0,1501,0,0,77.66,0.28
WR-008,Wearables,2025-W17,13.0,664.0,651,0,0,121.16,0.3
CP-003,Computer Peripherals,2024-W19,84.0,1018.0,1274,340,26,41.52,0.25
AU-003,Audio,2024-W41,300.0,702.0,1223,821,24,52.28,0.28
CP-O05,Computer Peripherals,2023-W15,48.0,569.0,521,0,0,25.49,0.25
SH-004,Smart Home,2024-W46,24.0,221.0,197,0,0,24.17,0.25
MA-003,Mobile Accessories,2023-W14,222.0,1465.0,1243,0,0,5.65,0.25
SH-003,Smart Home,2024-W29,52.0,429.0,377,0,0,51.34,0.25
WR-002,Wearables,2023-W21,47.0,700.0,653,0,0,50.33,0.3
SH-006,Smart Home,2025-W16,41.0,355.0,314,0,0,58.23,0.25
CP-005,Computer Peripherals,2023-W11,59.0,536.0,477,0,0,25.49,0.25
SH-002,Smart Home,2025-W13,63.0,453.0,751,361,28,56.97,0.25
WR-009,Wearables,W26-2023,13.0,648.0,635,0,0,89.7,0.3
SH-009,Smart Home,2023-W46,6.0,326.0,320,0,0,28.7,0.25
AU-007,Audio,2024-W33,139.0,2356.0,2217,0,0,32.71,0.28
WR-003,Wearables,2025-W07,97.0,881.0,1099,315,35,115.26,0.3
MA-006,Mobile Accessories,2024-W33,131.0,,1364,0,0,19.49,0.25
CP-007,Computer Peripherals,2024-W41,77.0,975.0,898,0,0,24.22,0.25
SH-004,Smart Home,2024-W44,25.0,266.0,241,0,0,24.17,0.25
WR-004,Wearables,2025-W51,,1691.0,1359,0,0,128.43,0.3
WR-010,Wearables,2024-W06,11.0,579.0,568,0,0,38.2,0.3
rnA-003,Mobile Accessories,2024-W08,223.0,955.0,1659,927,16,5.65,0.25
CP-009,Computer Peripherals,2025-W22,28.0,1297.0,1269,0,0,49.81,0.25
SH-010,Smart Home,2025-W34,24.0,1055.0,1031,0,0,68.84,0.25
SH-001,Smart Home,2024-W52,63.0,646.0,583,0,0,62.71,0.25
SH-010,Smart Home,2025-W18,32.0,942.0,910,0,0,68.84,0.25
CP-007,Computer Peripherals,2024-W20,88.0,1086.0,998,0,0,24.22,0.25
WR-009,Wearables,2025-W38,15.0,685.0,670,0,0,89.7,0.3
SH-010,Smart Home,2024-W07,17.0,1053.0,1036,0,0,68.84,0.25
MA-009,Mobile Accessories,2025-W09,103.0,4523.0,4420,0,0,7.95,0.25
MA-006,Mob. Acc.,2025-W28,171.0,1001.0,830,0,0,19.49,0.25
SH-005,Smart Home,2025-W15,,217.0,189,0,0,69.09,0.25
WR-008,Wearables,2025-W01,12.0,733.0,721,0,0,121.16,0.3
WR-007, Wearables,2024-W41,107.0,350.0,526,283,24,65.79,0.3
AU-005,Audio,2024-W45,-266.0,297.0,31,0,0,16.42,0.28
MA-007,Mobile Accessories,2023-W29,378.0,3464.0,3086,0,0,6.61,0.25
MA-010,Mobile Accessories,2023-W20,62.0,3068.0,3006,0,0,7.97,0.25
MA-001,Mobile Acc.,2025-W19,277.0,2788.0,2511,0,0,19.16,0.25
MA-004,Mobile Accessories,2023-W12,109.0,806.0,1655,958,15,17.72,0.25
MA-005,Mobile Accessories,2023-W39,224.0,2343.0,3474,1355,21,15.04,0.25
AU-008,Audio,2025-W16,14.0,1039.0,1025,0,0,41.93,0.28
WR-007,Wearables,2024-W40,117.0,467.0,350,0,0,65.79,0.3
SH-006,Smart Home,2025-W49,32.0,313.0,281,0,0,58.23,0.25
AU-008,Audio,2025-W52,44.0,838.0,714,0,0,41.93,0.28
MA-003,Mobile Accessories,2025-W24,161.0,1319.0,1158,0,0,5.65,0.25
MA-O09,Mobile Accessories,2025-W28,93.0,4692.0,4599,0,0,7.95,0.25
MA-010,Mobile Accessories,2023-W40,76.0,3478.0,3402,0,0,7.97,0.25
CP-006,Computer Peripherals,2025-W08,50.0,494.0,444,0,0,48.7,0.25
WR-009,Wearables,2023-W14,11.0,692.0,681,0,0,89.7,0.3
MA-010,Mobile Acc.,2024-W22,79.0,3568.0,3489,0,0,7.97,0.25
SH-004,Smart Home,2024-W15,24.0,222.0,198,0,0,24.17,0.25
MA-008,Mobile Accessories,2024-W30,57.0,2343.0,2286,0,0,8.17,0.25
WR-010,Wearables,2023-W33,,683.0,668,0,0,38.2,0.3
WR-009,Wearables,2024-W19,13.0,650.0,637,0,0,89.7,0.3
AU-006,Audio,2025-W22,145.0,1501.0,1356,0,0,77.66,0.28
WR-006,Wearables,2024-W34,34.0,383.0,538,189,41,51.56,0.3
AU-010,Audio,2025-W46,82.0,1401.0,1319,0,0,57.05,0.28
MA-002,Mobile Accessories,2025-W20,424.0,3368.0,2944,0,0,13.18,0.25
WR-005,Wearables,2023-W25,52.0,635.0,940,357,32,131.41,0.3
WR-010,Wearables,2025-W20,13.0,601.0,706,118,43,38.2,0.3
MA-008,Mobile Accessories,2023-W10,54.0,2571.0,2517,0,0,8.17,0.25
WR-004,Wearables,2023-W06,78.0,1691.0,1613,0,0,128.43,0.3
AU-001,Audio,W31-2025,88.0,1131.0,1043,0,0,43.01,0.28
CP-003 ,Computer Peripherals,2024-W11,114.0,759.0,1274,629,37,41.52,0.25
WR-007,Wearables,2023-W16,26.0,526.0,500,0,0,65.79,0.3
CP-004,Comp. Periph.,W32-2024,149.0,869.0,720,0,0,44.48,0.25
CP-003,Computer Peripherals,2023-W36,119.0,1158.0,1039,0,0,41.52,0.25
CP-010,Computer Peripherals,2023-W01,24.0,1028.0,1004,0,0,41.81,0.25
MA-004,Mobile Accessories,2025-W06,134.0,1655.0,1521,0,0,17.72,0.25
MA-001,Mobile Accessories,2024-W08,264.0,2173.0,1909,0,0,19.16,0.25
MA-006,Mobile Accessories,2023-W08,175.0,1158.0,983,0,0,19.49,0.25
SH-002,Smart Home,W18-2024,88.0,751.0,663,0,0,56.97,0.25
SH-001,Smart Home,2025-W48,58.0,476.0,418,0,0,62.71,0.25
CP-003,Computer Peripherals,2025-W35,163.0,1135.0,746,0,0,41.52,0.25
WR-008,Wearables,2025-W10,14.0,758.0,744,0,0,121.16,0.3
AU-005,Audio,2024-W40,162.0,644.0,969,487,25,16.42,0.28
CP-001,Computer Peripherals,2024-W43,123.0,1075.0,952,0,0,44.52,0.25
AU-006,Audio,2023-W09,172.0,1338.0,1866,700,25,77.66,0.28
WR-008,Wearables,2025-W38,14.0,707.0,693,0,0,121.16,0.3
WR-004,Wearables,2025-W17,98.0,1608.0,1510,0,0,128.43,0.3
SH-008,Smart Home,2023-W44,12.0,357.0,345,0,0,34.45,0.25
SH-008,Smart Home,2023-W43,11.0,368.0,357,0,0,34.45,0.25
WR-003,Wearables,2025-W03,70.0,415.0,1099,754,49,115.26,0.3
SH-004,Smart Home,2025-W07,23.0,258.0,235,0,0,24.17,0.25
MA-002,Mobile Accessories,2023-W29,327.0,2058.0,3368,1637,25,13.18,0.25
CP-004,Computer Peripherals,2023-W22,93.0,803.0,1162,452,35,44.48,0.25
AU-007,Audio,2023-W39,94.0,1732.0,2356,718,23,32.71,0.28
MA-003,Mobile Accessories,2025-W05,178.0,951.0,773,0,0,5.65,0.25
MA-004,Mobile Accessories,2024-W34,161.0,1518.0,1357,0,0,17.72,0.25
MA-009,Mobile Accessories,2025-W46,70.0,4798.0,4728,0,0,7.95,0.25
SH-007,Smart Home,2025-W07,71.0,496.0,771,346,34,36.19,0.25
CP-002,Computer Peripherals,2024-W38,74.0,528.0,454,0,0,9.25,0.25
SH-0O4,Smart Home,2024-W43,21.0,287.0,266,0,0,24.17,0.25
AU-002,Audio,2023-W45,2470.0,1098.0,851,0,0,25.58,0.28
SH-004,Smart Home,2023-W04,24.0,227.0,203,0,0,24.17,0.25
MA-002,Mobile Accessories,2025-W38,319.0,2345.0,3368,1342,29,13.18,0.25
MA-003,Mobile Accessories,2025-W28,180.0,1372.0,1192,0,0,5.65,0.25
WR-003,Wearables,2025-W35,89.0,1034.0,945,0,0,115.26,0.3
MA-008,Mobile Accessories,2023-W28,41.0,2255.0,2214,0,0,8.17,0.25
SH-007,Smart Home,2023-W51,59.0,523.0,464,0,0,36.19,0.25
WR-009,Wearables,W01-2024,15.0,450.0,435,0,0,89.7,0.3
AU-003,Audio,2023-W50,250.0,0.0,1223,1473,35,52.28,0.28
MA-005,Mobile Accessories,2023-W32,287.0,2533.0,2246,0,0,15.04,0.25
AU-009,Audio,2025-W21,17.0,996.0,979,0,0,14.34,0.28
CP-006,Computer Peripherals,2024-W44,41.0,409.0,553,185,25,48.7,0.25
CP-007,Computer Peripherals,2023-W17,118.0,829.0,711,0,0,24.22,0.25
WR-009,Wearables,2023-W47,39.0,713.0,674,0,0,89.7,0.3
CP-010,Computer Peripherals,2025-W41,20.0,803.0,783,0,0,41.81,0.25
SH-005,Smart Home,2024-W50,18.0,150.0,132,0,0,69.09,0.25
SH-002,Smart Home,2023-W43,64.0,700.0,636,0,0,56.97,0.25
WR-003,Wearables,2025-W43,374.0,374.0,0,0,0,115.26,0.3
MA-004,Mobile Accessories,2024-W39,,1655.0,1464,0,0,17.72,0.25
SH-O04,Smart Home,2024-W05,27.0,227.0,200,0,0,24.17,0.25
MA-009,Mobile Accessories,2025-W20,76.0,4572.0,4496,0,0,7.95,0.25
MA-006,Mobile Accessories,2025-W24,137.0,1662.0,1525,0,0,19.49,0.25
CP-004,Computer Peripherals,2024-W21,61.0,959.0,898,0,0,44.48,0.25
MA-010,Mobile Accessories,2023-W30,55.0,2991.0,3568,632,24,7.97,0.25
SH-002,Smart Home,2023-W04,57.0,622.0,751,186,31,56.97,0.25
CP-006,Computer Peripherals,2024-W45,62.0,553.0,491,0,0,48.7,0.25
CP-001,Computer Peripherals,2023-W26,145.0,1271.0,1126,0,0,44.52,0.25
SH-006,Smart Home,2023-W42,,315.0,287,0,0,58.23,0.25
MA-006,Mobile Acc.,2025-W43,224.0,1168.0,944,0,0,19.49,0.25
CP-006,Computer Peripherals,2023-W19,52.0,462.0,410,0,0,48.7,0.25
MA-001,Mobile Accessories,2023-W16,238.0,2822.0,2584,0,0,19.16,0.25
SH-007,Smart Home,2024-W45,62.0,440.0,771,393,39,36.19,0.25
CP-009,Computer Peripherals,2024-W34,24.0,1332.0,1308,0,0,49.81,0.25
SH-004,Smart Home,2025-W20,21.0,199.0,178,0,0,24.17,0.25
MA-008,Mobile Accessories,2024-W18,45.0,2346.0,2301,0,0,8.17,0.25
WR-001,Wearables,2023-W13,48.0,872.0,824,0,0,87.21,0.3
AU-005,Audio,2024-W41,162.0,969.0,807,0,0,16.42,0.28
AU-009,Audio,2024-W28,19.0,972.0,953,0,0,14.34,0.28
WR-002,Wearables,2024-W19,49.0,616.0,767,200,41,50.33,0.3
AU-009,Audio,2024-W06,18.0,992.0,974,0,0,14.34,0.28
WR-009,Wearables,2023-W20,12.0,612.0,713,113,11,89.7,0.3
MA-009,Mobile Accessories,2025-W11,55.0,4331.0,4276,0,0,7.95,0.25
MA-008,Mobile Accessories,2025-W17,,2478.0,2409,0,0,8.17,0.25
AU-003,audio,2023-W05,102.0,832.0,1223,493,28,52.28,0.28
WR-010,Wearables,2023-W12,11.0,696.0,685,0,0,38.2,0.3
CP-008,Computer Peripherals,2025-W33,15.0,603.0,588,0,0,23.96,0.25
SH-001,Smart Home,2023-W07,48.0,646.0,598,0,0,62.71,0.25
CP-002,Computer Peripherals,2025-W13,73.0,460.0,387,0,0,9.25,0.25
MA-008,Mobile Accessories,2024-W27,47.0,2481.0,2434,0,0,8.17,0.25
WR-006,Wearables,2025-W50,111.0,281.0,170,0,0,51.56,0.3
AU-004,Audio,2025-W51,133.0,757.0,624,0,0,53.31,0.28
CP-010,Computer Peripherals,2024-W10,22.0,943.0,921,0,0,41.81,0.25
